"
date","social payments
","buy a car
","Unemployment
","food
","mexico
","fitness club
","vacation
","netflix
","depression
","doctor
","fox news
","sex
","iphone
","find job
","food near me
","insurance
","education
","restaurants around
","petrol price
","rent flat
","children names
","amazon
","good restaurants
","diet
","credit cards
","USA
","travel
","IT
","bitcoin
","anton
","alcohol
","best films
","books
","imagine dragons
","stocks
","harry potter
","online courses
","wedding dress
","clothes
","cheap clothes
","order food
","delivery
","food delivery
","paid jobs
","best banks
","Standford
","Excel
","Facebook
","Trump
","Elon Musk
","car
","loans
","cats
","dogs
","tinder
","bbc
","late night show
","presents
","recipies
","dairy
","walmart
","best songs
","McDonald's
","buy food
","Starbucks
","Taco Bell
","Wendy's
","a
","data science
","news
","booking
","order online
","beauty salon
","GDP
","Inflation
"
2005-01-01,13,39,5.3,41,64,99,100,9,68,34,11,83,0,92,0,86,86,10,29,91,67,12,12,64,83,62,98,24,0,17,43,72,96,0,27,12,68,28,91,37,21,14,14,46,23,61,56,0,2,0,69,15,41,41,1,60,14,28,82,19,11,41,19,30,16,9,11,33,10,39,32,15,49,12767.286,2.578000
2005-02-01,12,36,5.4,39,63,74,86,8,78,33,12,77,0,85,0,79,86,18,15,45,43,11,10,52,80,58,93,24,0,16,44,49,86,0,28,9,53,23,83,39,16,14,14,38,13,62,56,1,1,0,69,12,39,40,1,51,46,32,77,21,10,41,20,27,16,10,11,34,8,38,26,15,58,12767.286,2.683158
2005-03-01,16,35,5.2,40,66,73,87,8,75,35,11,82,0,82,0,84,89,20,33,18,55,11,12,56,81,62,93,25,0,15,45,47,83,0,25,13,57,18,89,49,12,13,14,36,19,72,62,1,1,0,70,14,38,41,1,47,19,25,76,22,11,38,23,22,16,11,17,34,9,39,31,14,56,12767.286,2.876818
2005-04-01,14,39,5.2,43,63,61,73,7,85,33,11,89,0,75,0,80,90,14,25,13,62,11,13,55,81,62,87,25,0,13,47,52,80,0,22,10,56,20,82,45,17,12,13,38,17,63,53,1,1,0,68,14,40,40,1,54,28,28,68,26,12,42,21,34,17,10,20,37,0,38,29,14,58,12922.656,2.770000
2005-05-01,10,45,5.1,44,63,71,83,7,80,35,11,85,0,87,0,82,84,14,23,40,52,12,14,58,86,61,91,25,0,15,45,52,82,0,20,16,61,19,81,32,19,14,16,48,18,87,60,1,1,0,72,16,41,44,1,59,20,32,77,24,12,40,20,30,17,10,16,35,5,39,30,13,59,12922.656,2.574762
2005-06-01,8,47,5.0,36,57,76,92,8,61,34,13,87,0,93,0,90,75,17,24,30,31,12,14,56,90,62,94,24,0,14,41,50,75,0,21,19,56,19,76,44,14,14,14,35,25,70,64,1,1,0,80,21,38,38,1,52,13,31,66,27,13,42,17,30,19,12,13,31,3,38,29,14,56,12922.656,2.381364
2005-07-01,0,48,5.0,33,58,80,86,9,65,33,14,93,0,98,0,87,69,7,21,36,32,12,24,56,93,64,87,24,0,13,41,45,75,0,22,58,57,20,78,44,16,13,13,36,34,70,56,1,1,0,76,18,40,45,1,100,11,27,67,26,13,42,19,36,18,13,11,30,4,43,30,15,61,13142.642,2.309500
2005-08-01,11,52,4.9,33,53,79,76,10,50,31,17,83,0,81,0,90,71,19,49,22,42,12,12,51,92,64,77,24,0,15,40,45,81,0,21,24,60,20,82,48,14,14,13,35,18,79,58,1,1,0,72,18,37,39,1,61,20,29,59,25,14,39,17,27,17,11,11,31,4,44,30,14,62,13142.642,2.412174
2005-09-01,11,39,5.0,39,56,62,55,8,59,32,19,81,0,85,0,82,76,23,66,27,52,12,13,46,81,61,68,24,0,16,45,43,80,0,24,18,51,18,85,47,18,13,16,37,27,83,60,2,1,0,65,14,37,38,0,68,19,32,63,23,13,35,18,32,18,11,11,33,4,44,28,13,52,13142.642,2.610952
2005-10-01,3,31,5.0,40,58,65,53,9,72,34,11,79,0,79,0,75,76,20,51,14,58,12,17,46,79,62,68,26,0,16,50,47,79,0,23,20,48,18,88,45,17,14,16,36,20,78,61,2,1,0,61,13,40,38,1,59,13,33,76,22,13,39,32,34,17,10,12,34,7,39,26,12,48,13324.204,2.633000
2005-11-01,8,35,5.0,43,51,61,53,9,72,37,11,83,0,69,0,73,77,20,8,16,55,14,18,44,83,57,70,26,0,15,52,41,81,0,25,40,48,18,87,44,20,13,14,33,21,80,57,2,1,0,65,13,39,40,0,57,27,57,82,19,20,37,25,36,18,10,14,35,7,38,27,14,51,13324.204,2.479000
2005-12-01,11,34,4.9,40,53,59,59,10,65,34,11,86,0,61,0,69,59,34,0,11,48,19,12,40,80,56,68,28,0,14,45,55,87,0,24,20,41,14,91,36,21,14,16,34,25,68,51,2,1,0,64,12,39,40,1,55,15,87,86,17,22,48,17,32,21,10,13,33,5,36,26,14,53,13324.204,2.307143
2006-01-01,15,37,4.7,42,57,84,89,12,75,36,10,97,0,83,0,83,74,24,11,31,60,14,15,65,82,59,83,26,0,15,47,59,87,0,28,12,60,22,75,35,22,13,17,37,33,58,57,2,1,0,63,16,42,46,1,54,21,30,78,18,13,44,19,29,17,11,15,37,8,38,27,13,54,13599.160,2.413000
2006-02-01,10,36,4.8,40,56,68,77,10,78,34,11,88,0,77,0,79,78,31,8,53,45,13,15,52,75,59,78,26,0,38,45,46,73,0,28,11,45,19,76,44,16,14,16,31,25,65,57,2,1,0,61,14,41,42,1,61,25,40,66,21,13,40,23,31,18,12,14,34,7,38,28,14,52,13599.160,2.592105
2006-03-01,7,37,4.7,41,62,71,79,10,83,36,11,86,0,66,0,81,79,27,12,26,42,13,13,54,84,56,82,27,0,18,46,43,72,0,29,14,53,19,78,38,16,12,14,34,22,67,63,2,1,0,64,16,41,42,1,60,22,32,64,23,13,41,24,28,20,13,13,32,5,37,30,12,59,13599.160,2.624348
2006-04-01,14,38,4.7,41,57,59,71,9,77,36,11,90,0,74,0,79,78,24,27,35,50,12,16,53,81,57,77,29,0,16,47,43,68,0,30,10,58,18,73,39,17,13,15,43,29,69,56,2,1,0,65,15,43,40,1,59,11,29,60,25,14,40,23,29,19,13,15,34,6,38,28,12,56,13753.424,2.642105
2006-05-01,8,42,4.6,40,60,63,73,9,71,36,12,91,0,80,0,79,69,26,29,47,46,12,17,53,98,57,77,26,0,14,45,45,70,0,23,9,53,18,71,36,16,13,13,38,27,65,57,2,1,0,68,16,41,38,1,59,18,35,58,25,14,42,21,28,18,13,14,34,6,39,30,12,65,13753.424,2.694091
2006-06-01,10,37,4.6,35,56,64,82,11,50,37,11,100,0,73,0,83,67,27,13,34,24,12,18,56,88,60,80,24,0,13,37,44,73,0,19,11,52,20,70,31,15,12,14,33,25,50,59,2,1,0,70,21,41,39,1,72,17,28,61,28,15,42,21,32,19,14,16,32,3,38,30,12,60,13753.424,2.615455
2006-07-01,6,39,4.7,33,52,71,83,12,47,36,14,97,0,75,0,80,59,27,16,43,36,13,16,55,93,59,81,25,0,10,38,53,61,0,19,11,47,21,76,43,11,12,15,35,38,52,58,2,1,0,74,19,43,41,1,74,21,29,60,27,16,39,25,28,19,13,14,30,3,38,29,11,63,13870.188,2.584500
2006-08-01,9,38,4.7,34,50,69,62,13,44,35,15,87,0,82,0,84,65,21,0,29,33,14,16,54,89,59,73,26,0,12,37,45,72,0,19,11,59,19,80,46,14,14,16,39,30,54,58,2,1,0,70,17,41,39,1,70,15,25,57,25,16,41,19,30,20,13,13,31,4,40,31,12,61,13870.188,2.554783
2006-09-01,9,40,4.5,38,52,61,55,11,53,34,15,90,0,73,0,78,72,21,27,18,39,14,17,48,88,56,67,26,0,14,43,53,76,0,19,9,54,18,78,41,14,13,17,39,23,65,58,3,1,0,63,14,40,39,0,62,15,29,57,23,16,39,20,30,20,13,14,33,6,43,28,13,59,13870.188,2.290500
2006-10-01,12,32,4.4,40,52,60,52,11,69,35,14,90,0,71,0,75,69,24,0,38,41,13,19,46,87,53,66,27,0,15,45,56,71,0,22,10,45,18,80,43,15,14,17,42,22,67,59,3,1,0,62,14,40,38,1,59,16,34,67,21,17,39,35,29,20,13,14,34,3,40,27,12,55,14039.560,2.176190
2006-11-01,8,33,4.5,44,50,63,52,12,67,34,17,95,0,70,0,71,66,23,15,40,40,16,15,45,92,56,63,26,0,13,42,51,69,0,23,16,48,16,80,36,17,13,16,27,20,64,54,3,1,0,59,13,39,38,1,61,16,57,81,18,28,43,22,32,21,13,14,34,5,42,27,14,49,14039.560,2.174286
2006-12-01,12,34,4.4,42,51,65,60,14,55,33,12,92,1,66,0,68,53,33,16,19,30,20,18,40,92,59,64,27,0,13,43,61,79,0,21,18,43,15,80,38,23,15,17,27,27,68,48,4,2,0,61,14,39,42,1,62,18,84,80,16,29,52,20,42,22,19,13,33,5,37,25,13,57,14039.560,2.250000
2007-01-01,13,36,4.6,38,54,76,87,15,59,36,15,88,11,78,0,81,68,26,11,28,52,14,14,63,83,56,77,27,0,17,41,54,76,0,25,10,61,21,68,32,14,14,16,38,32,62,56,3,2,0,61,15,39,39,1,59,19,27,55,20,17,48,20,29,22,12,15,33,7,39,31,11,50,14215.651,2.280476
2007-02-01,11,36,4.5,39,55,62,78,13,66,34,19,88,3,64,0,76,65,28,9,30,32,13,17,55,81,55,74,27,0,13,42,50,65,0,26,15,53,21,73,42,15,16,17,34,29,64,60,4,1,0,63,14,39,40,1,60,16,30,58,21,15,49,21,32,21,15,13,35,8,44,31,12,56,14215.651,2.369474
2007-03-01,10,37,4.4,56,55,59,79,13,71,34,15,87,2,64,0,78,68,28,0,35,29,12,20,59,85,58,74,28,0,15,45,41,68,0,22,11,51,19,75,43,17,13,16,39,26,64,59,4,1,0,65,16,44,38,1,69,24,26,50,22,16,44,26,36,23,13,12,34,6,42,30,12,54,14215.651,2.441818
2007-04-01,9,40,4.5,56,51,55,72,12,64,36,19,84,2,72,0,77,67,29,20,23,40,12,14,60,85,59,72,29,0,16,44,43,66,0,21,14,55,21,70,35,18,14,17,37,25,67,57,5,1,0,66,16,41,40,0,65,15,28,51,22,16,46,24,37,20,13,13,34,4,43,30,12,54,14402.082,2.477143
2007-05-01,8,40,4.4,43,53,59,75,11,68,36,15,78,3,79,0,81,66,33,43,36,42,13,18,57,84,59,78,28,0,25,41,39,65,0,20,14,61,20,75,38,18,15,16,44,33,58,57,5,1,0,71,16,42,40,1,64,15,31,54,26,18,50,24,37,21,13,15,37,5,41,34,12,68,14402.082,2.377727
2007-06-01,7,38,4.6,38,54,60,86,13,44,37,17,81,15,85,0,80,56,29,18,48,37,14,19,59,90,61,78,29,0,13,39,54,61,0,19,24,58,23,70,40,17,15,17,35,33,60,58,5,1,0,72,19,42,41,1,64,18,27,49,28,20,53,24,33,22,14,18,34,4,41,35,13,61,14402.082,2.372381
2007-07-01,10,46,4.7,39,53,61,86,14,42,38,16,88,19,84,0,85,54,34,11,53,34,14,22,55,92,61,76,28,0,12,41,51,67,0,22,100,50,24,75,44,16,15,16,46,42,56,59,6,1,0,74,19,44,44,1,69,14,26,50,27,20,51,23,39,22,14,16,34,4,40,36,16,65,14564.117,2.289048
2007-08-01,8,39,4.6,38,49,60,69,15,40,38,17,84,10,75,0,83,60,42,0,37,39,15,20,46,95,66,69,28,0,11,38,52,71,1,21,21,56,22,73,46,14,14,17,48,40,61,61,7,1,0,70,21,43,41,1,67,13,27,50,26,21,48,23,33,23,13,14,32,6,40,34,13,65,14564.117,2.043913
2007-09-01,9,36,4.7,40,50,56,54,14,57,38,16,78,16,72,0,76,65,30,0,49,39,15,22,50,86,63,63,30,0,14,41,51,70,0,20,11,51,20,76,44,16,15,18,45,29,63,62,8,1,0,60,16,40,40,1,69,12,28,50,22,18,49,25,34,22,13,14,36,5,43,35,13,61,14564.117,2.056316
2007-10-01,10,32,4.7,41,49,50,50,12,61,38,18,82,13,75,0,76,65,31,14,41,43,14,20,49,92,60,59,28,0,16,47,46,66,0,26,11,48,19,76,52,20,15,16,45,29,71,64,8,1,0,63,16,41,38,1,67,18,32,53,21,19,48,49,35,23,18,15,37,6,44,33,13,58,14715.058,2.191364
2007-11-01,13,36,4.7,45,48,56,50,13,64,35,15,82,13,70,0,71,63,30,21,37,41,18,20,44,90,57,55,29,0,14,43,46,72,0,24,9,46,18,81,53,19,15,16,43,29,64,61,8,1,0,60,14,43,38,1,67,13,53,65,19,32,53,26,41,25,12,14,38,6,40,32,14,53,14715.058,2.314500
2007-12-01,9,39,5.0,44,47,58,55,15,55,36,15,82,14,65,0,65,49,39,15,34,39,23,20,40,88,56,57,30,0,14,42,71,78,0,21,14,41,17,83,50,24,16,20,37,28,62,53,8,1,0,59,14,45,40,1,64,13,75,66,17,33,63,22,48,28,11,13,37,6,40,28,15,53,14715.058,2.215500
2008-01-01,8,40,5.0,43,56,75,81,16,59,39,21,80,15,92,0,80,62,36,27,49,35,15,20,62,84,58,67,31,0,13,41,64,74,0,29,9,64,24,72,43,19,15,19,52,29,63,63,8,1,0,63,17,42,42,1,72,24,27,49,19,18,60,26,43,25,14,16,38,7,44,35,13,54,14706.538,2.122857
2008-02-01,11,39,4.9,41,54,54,76,15,64,39,22,78,14,82,0,72,64,36,13,48,49,14,23,51,77,60,69,31,0,14,40,62,67,0,26,7,48,24,72,52,18,17,19,43,36,58,67,7,1,0,62,15,41,40,1,69,21,30,53,21,18,60,26,41,27,17,14,37,7,44,36,13,58,14706.538,2.131000
2008-03-01,13,40,5.1,46,56,56,75,17,65,38,21,82,15,78,0,71,62,42,31,39,45,14,23,54,89,60,67,30,0,13,43,49,63,0,27,8,51,22,74,53,18,15,17,48,37,67,66,8,1,0,66,16,42,42,1,67,17,26,46,22,19,56,26,42,23,15,17,40,6,44,39,13,56,14706.538,2.256000
2008-04-01,15,38,5.0,43,53,59,69,14,69,39,19,81,13,80,0,73,66,34,36,32,43,14,23,57,79,61,65,32,0,12,43,55,66,0,25,8,53,22,68,51,17,15,17,51,33,69,68,9,1,0,67,17,47,38,1,70,17,29,43,27,18,55,30,41,26,15,18,43,6,43,35,12,66,14865.701,2.225909
2008-05-01,12,45,5.4,44,53,54,70,15,61,39,19,88,14,82,0,68,58,38,69,44,38,15,25,49,80,60,68,32,0,12,40,48,64,0,22,9,53,23,71,47,19,16,17,49,30,59,62,9,1,0,72,15,45,39,1,66,12,31,47,28,21,59,29,38,24,16,16,41,5,41,36,13,65,14865.701,2.360476
2008-06-01,14,44,5.6,41,50,57,82,17,46,43,19,89,22,94,0,76,50,31,82,45,35,16,23,50,78,65,66,32,0,12,36,49,58,0,19,9,54,28,73,51,18,15,17,58,38,55,65,11,1,0,75,17,43,41,1,61,20,30,45,27,24,59,30,45,23,16,17,40,4,41,40,13,63,14865.701,2.516190
2008-07-01,12,44,5.8,41,48,53,78,17,45,42,21,82,33,98,0,77,49,36,38,33,37,15,27,51,80,66,65,31,0,12,38,58,59,0,22,15,50,25,71,58,15,15,16,51,59,50,70,14,1,0,70,18,41,42,1,59,17,27,46,28,23,59,28,42,33,16,17,39,3,43,39,13,58,14898.999,2.462727
